location,geom,latitude,longitude
"(30.0344503583412, -89.9288655136982)",,30.03445036,-89.92886551
"(29.9502316059211, -90.1108073553309)",,29.95023161,-90.11080736
"(29.9539974629801, -90.135221394045)",,29.95399746,-90.13522139
"(29.9163396787896, -89.9652818609024)",,29.91633968,-89.96528186
"(30.0112760149938, -90.1042594095699)",,30.01127601,-90.10425941
"(29.9996075134225, -90.1011366071944)",,29.99960751,-90.10113661
"(29.9817343704086, -90.0443196214792)",,29.98173437,-90.04431962
"(29.9338947860565, -90.0217531079213)",,29.93389479,-90.02175311
"(29.9593705781674, -90.0213751395878)",,29.95937058,-90.02137514
"(29.9693368418667, -90.0604790291351)",,29.96933684,-90.06047903
"(30.0026234249562, -90.0575968432329)",,30.00262342,-90.05759684
"(30.032232797542, -89.9949974436563)",,30.0322328,-89.99499744
"(30.0104899987433, -90.0429008268093)",,30.01049,-90.04290083
"(29.9769628821013, -90.0734221299028)",,29.97696288,-90.07342213
"(29.9189035904984, -90.003542463262)",,29.91890359,-90.00354246
"(29.9311455413664, -90.1159174315135)",,29.93114554,-90.11591743
"(29.9726085770658, -90.1196981463552)",,29.97260858,-90.11969815
"(29.9698171789972, -90.1057735938291)",,29.96981718,-90.10577359
"(29.9205717150832, -90.1081095721056)",,29.92057172,-90.10810957
"(29.9351110096196, -90.1173726092721)",,29.93511101,-90.11737261
"(30.0168175387411, -90.111396948426)",,30.01681754,-90.11139695
"(30.0350198043662, -89.9269328487393)",,30.0350198,-89.92693285
"(29.949427765768, -90.1305143286407)",,29.94942777,-90.13051433
"(30.0193629942721, -90.061088667973)",,30.01936299,-90.06108867
"(30.0232508390837, -90.0764225809265)",,30.02325084,-90.07642258
"(30.0116354966442, -90.0525848257406)",,30.0116355,-90.05258483
"(30.0225212217551, -90.0581980685085)",,30.02252122,-90.05819807
"(30.023748564336, -89.9922699792417)",,30.02374856,-89.99226998
"(30.0180221469877, -90.0191971371231)",,30.01802215,-90.01919714
"(30.0089918424334, -90.1133094438903)",,30.00899184,-90.11330944
"(29.9702976726137, -90.0320210214811)",,29.97029767,-90.03202102
"(30.0119008956401, -90.1192260656657)",,30.0119009,-90.11922607
"(29.9691819655346, -90.0905118986048)",,29.96918197,-90.0905119
"(30.0220980775216, -89.992663685945)",,30.02209808,-89.99266369
"(29.9859225656012, -90.1236460585665)",,29.98592257,-90.12364606
"(30.0018235421191, -90.1176447359181)",,30.00182354,-90.11764474
"(29.9644869979538, -90.0120527504296)",,29.964487,-90.01205275
"(30.0271546674003, -90.018503186481)",,30.02715467,-90.01850319
"(29.9399769976178, -90.1165829741127)",,29.939977,-90.11658297
"(30.0107115250275, -90.0386459598279)",,30.01071153,-90.03864596
"(29.9368405344314, -90.097934521208)",,29.93684053,-90.09793452
"(30.0504118107433, -89.9705816032205)",,30.05041181,-89.9705816
"(29.9355912651523, -90.072515531149)",,29.93559127,-90.07251553
"(29.9905049591438, -90.1217475617172)",,29.99050496,-90.12174756
"(30.010260375291, -90.0406454809335)",,30.01026038,-90.04064548
"(29.9233655327193, -90.0770974137724)",,29.92336553,-90.07709741
"(30.0184102169228, -90.0516270871147)",,30.01841022,-90.05162709
"(29.9447731189639, -90.02469437637)",,29.94477312,-90.02469438
"(30.0204510059816, -90.0553861215187)",,30.02045101,-90.05538612
"(29.9856511308551, -90.1233140626493)",,29.98565113,-90.12331406
"(29.9462105821853, -90.0729173796863)",,29.94621058,-90.07291738
"(29.9456198972106, -90.1347541316279)",,29.9456199,-90.13475413
"(30.0381650590243, -89.982381161443)",,30.03816506,-89.98238116
"(30.0262808166955, -90.0215979306774)",,30.02628082,-90.02159793
"(29.9535929045489, -90.1053865546728)",,29.9535929,-90.10538655
"(29.9665968834285, -90.0183466551451)",,29.96659688,-90.01834666
"(30.0135991324633, -90.1211635069814)",,30.01359913,-90.12116351
"(30.0153994713673, -90.0469107287578)",,30.01539947,-90.04691073
"(29.966745126724, -90.1207390635279)",,29.96674513,-90.12073906
"(30.0013482294615, -90.1180855411721)",,30.00134823,-90.11808554
"(30.0233910722542, -90.0540494377372)",,30.02339107,-90.05404944
"(29.9562064466713, -90.1340169488966)",,29.95620645,-90.13401695
"(29.9599164529052, -90.0599666265401)",,29.95991645,-90.05996663
"(29.9523258854609, -90.1294859594097)",,29.95232589,-90.12948596
"(29.9798060866947, -90.0538917713888)",,29.97980609,-90.05389177
"(29.9807018041405, -90.0545912345803)",,29.9807018,-90.05459123
"(29.9230203656592, -90.0888032348559)",,29.92302037,-90.08880323
"(30.0135632766925, -90.0709427499539)",,30.01356328,-90.07094275
"(29.9695149092801, -90.07349120298)",,29.96951491,-90.0734912
"(30.0122372163935, -90.0322610962149)",,30.01223722,-90.0322611
"(30.0226366537023, -89.9550446359191)",,30.02263665,-89.95504464
"(29.9430346418249, -90.0424023532843)",,29.94303464,-90.04240235
"(29.9491535874061, -90.0746365856158)",,29.94915359,-90.07463659
"(29.9427164064698, -90.0992546391493)",,29.94271641,-90.09925464
"(29.9534841413312, -90.1257537446002)",,29.95348414,-90.12575374
"(29.9703015184849, -90.083111833194)",,29.97030152,-90.08311183
"(29.9644875455135, -90.017269549248)",,29.96448755,-90.01726955
"(29.971723606189, -90.0408251060184)",,29.97172361,-90.04082511
"(30.0257380416339, -89.9550665498749)",,30.02573804,-89.95506655
"(29.9242885097024, -90.0819014034449)",,29.92428851,-90.0819014
"(29.9676893574961, -90.0646203104218)",,29.96768936,-90.06462031
"(29.9431091260735, -90.1265488892174)",,29.94310913,-90.12654889
"(30.0143359014794, -90.1006748315611)",,30.0143359,-90.10067483
"(30.020796234191, -89.9737624189786)",,30.02079623,-89.97376242
"(29.969071525473, -90.0369740678847)",,29.96907153,-90.03697407
"(30.0242720341469, -90.0374778725527)",,30.02427203,-90.03747787
"(29.9333698790949, -90.0962239424764)",,29.93336988,-90.09622394
"(30.0444306857712, -89.9884174541644)",,30.04443069,-89.98841745
"(29.9417078515901, -90.1087097954136)",,29.94170785,-90.1087098
"(30.0210857820186, -90.0096665481168)",,30.02108578,-90.00966655
"(29.915808956608, -89.9649682209923)",,29.91580896,-89.96496822
"(29.9218607315408, -90.0863358740789)",,29.92186073,-90.08633587
"(30.0194384675608, -90.0164448187819)",,30.01943847,-90.01644482
"(29.952872263401, -90.1160040327184)",,29.95287226,-90.11600403
"(30.0114125778146, -90.1042427405468)",,30.01141258,-90.10424274
"(30.0352375945084, -90.0027057904756)",,30.03523759,-90.00270579
"(29.9284344298444, -90.0862105327738)",,29.92843443,-90.08621053
"(29.9929529795861, -90.0595610722578)",,29.99295298,-90.05956107
"(29.9397709762035, -90.130230884185)",,29.93977098,-90.13023088
"(30.0168660973641, -90.1124496273748)",,30.0168661,-90.11244963
"(29.9733346120188, -90.0066797743703)",,29.97333461,-90.00667977
"(30.045307964018, -89.9712678683652)",,30.04530796,-89.97126787
"(29.9493048591783, -90.1108316099752)",,29.94930486,-90.11083161
"(29.9968369398159, -90.0351762263514)",,29.99683694,-90.03517623
"(29.9920839613773, -90.1219734700435)",,29.99208396,-90.12197347
"(30.007409048078, -90.1187017965079)",,30.00740905,-90.1187018
"(29.9364483364914, -90.0833968232474)",,29.93644834,-90.08339682
"(29.9792220822376, -90.062140170713)",,29.97922208,-90.06214017
"(29.9340336701634, -90.1093615928181)",,29.93403367,-90.10936159
"(30.0101569009584, -90.0390304037978)",,30.0101569,-90.0390304
"(30.0412060757985, -89.896271623661)",,30.04120608,-89.89627162
"(30.010511617964, -90.1099620476237)",,30.01051162,-90.10996205
"(29.9513179139672, -90.1138177086084)",,29.95131791,-90.11381771
"(29.9395907134013, -90.1178801894713)",,29.93959071,-90.11788019
"(29.9634077760923, -90.0307186232107)",,29.96340778,-90.03071862
"(29.9152441670911, -89.9904040197552)",,29.91524417,-89.99040402
"(29.9402196109389, -90.0743715395312)",,29.94021961,-90.07437154
"(29.9275215001309, -90.0714271989497)",,29.9275215,-90.0714272
"(29.9338971180318, -90.1336462416834)",,29.93389712,-90.13364624
"(29.9395656084236, -90.1070639146986)",,29.93956561,-90.10706391
"(30.039694212116, -89.977911592752)",,30.03969421,-89.97791159
"(29.9526429772766, -90.1123619359378)",,29.95264298,-90.11236194
"(30.0201653032571, -90.0163053214442)",,30.0201653,-90.01630532
"(29.9832459101283, -90.1043631030901)",,29.98324591,-90.1043631
"(29.9245424749114, -90.0037491516361)",,29.92454247,-90.00374915
"(30.0001907082999, -90.0351177491703)",,30.00019071,-90.03511775
"(29.9212879884013, -90.1242420101)",,29.92128799,-90.12424201
"(30.0053287649059, -90.1049079809006)",,30.00532876,-90.10490798
"(29.9229767235672, -89.9884116652188)",,29.92297672,-89.98841167
"(29.9172740894365, -89.9974748022999)",,29.91727409,-89.9974748
"(29.997306515907, -90.0563470779265)",,29.99730652,-90.05634708
"(30.0092269054757, -90.0818282950356)",,30.00922691,-90.0818283
"(29.9234954918174, -90.0285241578869)",,29.92349549,-90.02852416
"(29.9166122815508, -90.0260619450656)",,29.91661228,-90.02606195
"(30.0160970555038, -90.0408567275346)",,30.01609706,-90.04085673
"(29.9142716943134, -89.924397647034)",,29.91427169,-89.92439765
"(29.9175831404601, -90.1159047100135)",,29.91758314,-90.11590471
"(29.9633630551109, -90.0194970759802)",,29.96336306,-90.01949708
"(30.0421493030989, -89.9870102640477)",,30.0421493,-89.98701026
"(30.015952814483, -90.1119831359128)",,30.01595281,-90.11198314
"(30.0061105401731, -90.0639388044889)",,30.00611054,-90.0639388
"(30.0203786191525, -90.1153521848884)",,30.02037862,-90.11535218
"(29.9829803530094, -90.0917728537676)",,29.98298035,-90.09177285
"(30.0165916777762, -90.0573827802066)",,30.01659168,-90.05738278
"(30.0096966485855, -90.1084011302335)",,30.00969665,-90.10840113
"(30.0197097370359, -90.0771584430016)",,30.01970974,-90.07715844
"(29.9498940585316, -90.108366854385)",,29.94989406,-90.10836685
"(29.9533213184225, -90.1200557236837)",,29.95332132,-90.12005572
"(30.018286817415, -90.0121447387192)",,30.01828682,-90.01214474
"(29.9859736550722, -90.0671510359817)",,29.98597366,-90.06715104
"(29.9292877068009, -90.1305967425723)",,29.92928771,-90.13059674
"(30.017041771219, -90.0537416370978)",,30.01704177,-90.05374164
"(30.0632616767103, -89.9261455758895)",,30.06326168,-89.92614558
"(29.9718720803542, -90.0555093675259)",,29.97187208,-90.05550937
"(30.0259909311998, -89.9631688936631)",,30.02599093,-89.96316889
"(29.9870347858865, -90.0352977404632)",,29.98703479,-90.03529774
"(29.9985704054618, -90.1067630411881)",,29.99857041,-90.10676304
"(30.0372449034386, -89.9516494913488)",,30.0372449,-89.95164949
"(29.9150342726114, -89.9802345848747)",,29.91503427,-89.98023458
"(30.0311383349551, -89.9278480958387)",,30.03113833,-89.9278481
"(29.9967350608514, -90.1013016904074)",,29.99673506,-90.10130169
"(29.9328479374613, -90.1036903698642)",,29.93284794,-90.10369037
"(30.0230101009082, -90.1060661422668)",,30.0230101,-90.10606614
"(29.9656685651223, -90.1102046141641)",,29.96566857,-90.11020461
"(29.9311207400365, -90.0798204684919)",,29.93112074,-90.07982047
"(29.9190517704972, -89.9971941156367)",,29.91905177,-89.99719412
"(30.0174987413425, -90.0518406946276)",,30.01749874,-90.05184069
"(30.0222492357994, -90.035138696424)",,30.02224924,-90.0351387
"(29.9985861059064, -90.0444253935887)",,29.99858611,-90.04442539
"(30.0296200738417, -90.0170419307573)",,30.02962007,-90.01704193
"(30.0249187848189, -90.1029490159167)",,30.02491878,-90.10294902
"(29.973611887579, -90.0319847390347)",,29.97361189,-90.03198474
"(29.9602514950577, -90.0902583696067)",,29.9602515,-90.09025837
"(30.0198397100836, -90.0026693488578)",,30.01983971,-90.00266935
"(30.003307939319, -90.1118702617353)",,30.00330794,-90.11187026
"(29.9986320025047, -90.0476416667246)",,29.998632,-90.04764167
"(29.9840027529797, -90.0660427849492)",,29.98400275,-90.06604278
"(30.0063379633984, -90.056577675518)",,30.00633796,-90.05657768
"(29.9977173574911, -90.0618835479589)",,29.99771736,-90.06188355
"(29.9554010119415, -90.1095899248162)",,29.95540101,-90.10958992
"(29.9345403536871, -90.0925947223599)",,29.93454035,-90.09259472
"(29.9556648627901, -90.0668526505284)",,29.95566486,-90.06685265
"(29.9538624331561, -90.1038344408667)",,29.95386243,-90.10383444
"(29.9226317127396, -90.1040316429314)",,29.92263171,-90.10403164
"(30.0135058007714, -90.0666078355664)",,30.0135058,-90.06660784
"(30.0305288954282, -89.958030980191)",,30.0305289,-89.95803098
"(29.952999090166, -90.1090487438361)",,29.95299909,-90.10904874
"(29.971768518608, -90.1107735326179)",,29.97176852,-90.11077353
"(30.0230358099264, -89.9912674828547)",,30.02303581,-89.99126748
"(29.9762267895931, -90.0840350042686)",,29.97622679,-90.084035
"(29.9242200588763, -90.0865561968571)",,29.92422006,-90.0865562
"(30.0446868486309, -89.9836672908883)",,30.04468685,-89.98366729
"(29.9779048976025, -90.0411102501593)",,29.9779049,-90.04111025
"(30.0102196224768, -90.1129746586055)",,30.01021962,-90.11297466
"(30.0102218824299, -90.105114768253)",,30.01022188,-90.10511477
"(30.0187615521662, -89.9771899697173)",,30.01876155,-89.97718997
"(30.0160205839285, -89.9785209377039)",,30.01602058,-89.97852094
"(29.917743861296, -90.0271732629289)",,29.91774386,-90.02717326
"(29.925264647787, -90.0372316988541)",,29.92526465,-90.0372317
"(29.9609699451356, -90.0613279159471)",,29.96096995,-90.06132792
"(29.9898232038521, -90.0791704936502)",,29.9898232,-90.07917049
"(30.0394776277846, -89.9762241739829)",,30.03947763,-89.97622417
"(29.9366023870751, -90.0761916358439)",,29.93660239,-90.07619164
"(29.9695021682251, -90.0487140333214)",,29.96950217,-90.04871403
"(30.0026042712069, -90.079977704444)",,30.00260427,-90.0799777
"(29.9704299124944, -90.0144459182327)",,29.97042991,-90.01444592
"(29.9234327339568, -90.125688358925)",,29.92343273,-90.12568836
"(29.9625373422049, -90.0335453055348)",,29.96253734,-90.03354531
"(29.9103272188086, -89.9296115843885)",,29.91032722,-89.92961158
"(30.0439606658255, -89.9304953472802)",,30.04396067,-89.93049535
"(29.9315675999291, -90.0974054987271)",,29.9315676,-90.0974055
"(29.9696750949222, -90.0489030060162)",,29.96967509,-90.04890301
"(30.0046549433142, -90.1109771271521)",,30.00465494,-90.11097713
"(29.9906682532313, -90.1030092589278)",,29.99066825,-90.10300926
"(29.9184423899675, -90.1200912616337)",,29.91844239,-90.12009126
"(29.9197414417049, -89.9876095053502)",,29.91974144,-89.98760951
"(29.9975592460181, -90.1124300638207)",,29.99755925,-90.11243006
"(30.0331536839377, -90.0041188594824)",,30.03315368,-90.00411886
"(29.9504471356119, -90.0535352102117)",,29.95044714,-90.05353521
"(29.9270089564457, -90.0119504195092)",,29.92700896,-90.01195042
"(30.0101317195503, -90.1120360268155)",,30.01013172,-90.11203603
"(30.0152250473875, -90.0573005307656)",,30.01522505,-90.05730053
"(30.0183593482851, -90.1001892153144)",,30.01835935,-90.10018922
"(29.9798431698172, -90.1237859907279)",,29.97984317,-90.12378599
"(29.9426393120381, -90.1085770553791)",,29.94263931,-90.10857706
"(29.9732293337757, -90.000998609334)",,29.97322933,-90.00099861
"(30.0035780280607, -90.1056572461628)",,30.00357803,-90.10565725
"(30.0410229210938, -89.9835091476086)",,30.04102292,-89.98350915
"(30.0014903252674, -90.083697727798)",,30.00149033,-90.08369773
"(29.9660612697376, -90.0819306375785)",,29.96606127,-90.08193064
"(29.9678084387498, -90.087153148088)",,29.96780844,-90.08715315
"(29.9435976548075, -90.1318361259686)",,29.94359765,-90.13183613
"(30.0198410072432, -90.0194924700495)",,30.01984101,-90.01949247
"(30.0202259164311, -89.9796668469372)",,30.02022592,-89.97966685
"(29.9187379078603, -89.9743669452026)",,29.91873791,-89.97436695
"(29.9754753111722, -90.0068104662516)",,29.97547531,-90.00681047
"(29.9695510013103, -90.1128819998289)",,29.969551,-90.112882
"(30.0300836397636, -90.0234305750568)",,30.03008364,-90.02343058
"(29.9244901753617, -90.0016944215553)",,29.92449018,-90.00169442
"(29.9360531129784, -90.1184374469545)",,29.93605311,-90.11843745
"(29.9463487699841, -90.0398565711354)",,29.94634877,-90.03985657
"(30.0119008956401, -90.1192260656657)",,30.0119009,-90.11922607
"(29.9404176258909, -90.0796438046268)",,29.94041763,-90.0796438
"(29.9396006092389, -90.1167237902812)",,29.93960061,-90.11672379
"(29.9342928077128, -90.0249492106737)",,29.93429281,-90.02494921
"(29.9364553896295, -90.133822613822)",,29.93645539,-90.13382261
"(29.9697749387648, -90.1227069389837)",,29.96977494,-90.12270694
"(29.9880402931143, -90.0561715612845)",,29.98804029,-90.05617156
"(29.9644797289503, -90.0850141792028)",,29.96447973,-90.08501418
"(29.9896299485795, -90.0801700789319)",,29.98962995,-90.08017008
"(29.9617674021067, -90.1178724863706)",,29.9617674,-90.11787249
"(29.9258715627928, -90.0852904755533)",,29.92587156,-90.08529048
"(29.927711000781, -90.0066604258941)",,29.927711,-90.00666043
"(29.9458356658685, -90.0895644552125)",,29.94583567,-90.08956446
"(30.0074789997327, -90.0296912288401)",,30.007479,-90.02969123
"(30.0028327784919, -90.1112277087167)",,30.00283278,-90.11122771
"(29.9485218728121, -90.0765022875892)",,29.94852187,-90.07650229
"(29.9243463054892, -89.9937840498527)",,29.92434631,-89.99378405
"(29.9503229300349, -90.1099790379802)",,29.95032293,-90.10997904
"(29.9095064253076, -90.0074005324288)",,29.90950643,-90.00740053
"(29.9254488179536, -90.0904386150245)",,29.92544882,-90.09043862
"(30.0464986306505, -89.9736823595642)",,30.04649863,-89.97368236
"(29.926811387314, -90.0889624060616)",,29.92681139,-90.08896241
"(30.0406804520002, -89.9842141408303)",,30.04068045,-89.98421414
"(29.953825370075, -90.1278493558301)",,29.95382537,-90.12784936
"(29.9363414254125, -90.1313916230706)",,29.93634143,-90.13139162
"(30.000901963588, -90.0727323670031)",,30.00090196,-90.07273237
"(29.9363568900023, -90.0342825835136)",,29.93635689,-90.03428258
"(30.0032273917749, -90.109688052511)",,30.00322739,-90.10968805
"(29.9477931435489, -90.0696692295498)",,29.94779314,-90.06966923
"(30.0131938680214, -89.9754098791652)",,30.01319387,-89.97540988
"(29.9481164300397, -90.1291841828092)",,29.94811643,-90.12918418
"(29.9643770641428, -90.0185945492979)",,29.96437706,-90.01859455
"(29.9334276230519, -90.1095845052972)",,29.93342762,-90.10958451
"(30.014818130483, -90.0026216885556)",,30.01481813,-90.00262169
"(29.9532478397449, -90.1254889946817)",,29.95324784,-90.12548899
"(29.9235888093865, -90.0769439737898)",,29.92358881,-90.07694397
"(29.9743533936655, -90.1227845352477)",,29.97435339,-90.12278454
"(29.9315507955185, -90.0336719900137)",,29.9315508,-90.03367199
"(29.9559182172997, -90.0778517115058)",,29.95591822,-90.07785171
"(29.9973326875481, -90.0465476067844)",,29.99733269,-90.04654761
"(29.9383787240766, -90.0228037137876)",,29.93837872,-90.02280371
"(29.9378965316718, -90.1335149734459)",,29.93789653,-90.13351497
"(29.9142337482282, -89.9798645654644)",,29.91423375,-89.97986457
"(30.0204288627786, -90.1075567115644)",,30.02042886,-90.10755671
"(29.9681260392142, -90.0050241114579)",,29.96812604,-90.00502411
"(30.0128032724318, -90.0586501721625)",,30.01280327,-90.05865017
"(29.9424240349412, -90.0199393022394)",,29.94242403,-90.0199393
"(29.9434114967046, -90.1320368547623)",,29.9434115,-90.13203685
"(29.9871567072237, -90.0539611469544)",,29.98715671,-90.05396115
"(30.0357898342115, -89.9322773001593)",,30.03578983,-89.9322773
"(29.9624435167322, -90.0408512924778)",,29.96244352,-90.04085129
"(29.9173657977535, -89.9996287477376)",,29.9173658,-89.99962875
"(30.0172278040996, -90.0513525151383)",,30.0172278,-90.05135252
"(29.9996477481687, -90.1111009261782)",,29.99964775,-90.11110093
"(29.9938976211436, -90.0549705753324)",,29.99389762,-90.05497058
"(29.9632360557032, -90.1072628323166)",,29.96323606,-90.10726283
"(29.9791891911985, -90.1035438211005)",,29.97918919,-90.10354382
"(29.9705837743539, -90.078617727412)",,29.97058377,-90.07861773
"(29.9815956085382, -90.0617346151115)",,29.98159561,-90.06173462
"(30.0102333209842, -90.1033556790594)",,30.01023332,-90.10335568
"(30.0109952590854, -90.0179036735044)",,30.01099526,-90.01790367
"(29.9314192265389, -90.1161463770854)",,29.93141923,-90.11614638
"(29.9521674107712, -90.1324649993122)",,29.95216741,-90.132465
"(29.9477178595374, -90.1201122466392)",,29.94771786,-90.12011225
"(29.9929529795861, -90.0595610722578)",,29.99295298,-90.05956107
"(30.0200552440531, -90.1131649170938)",,30.02005524,-90.11316492
"(29.9151013088845, -89.9913980599022)",,29.91510131,-89.99139806
"(30.0187955485224, -90.1005674957888)",,30.01879555,-90.1005675
"(30.017354191584, -90.05156703368)",,30.01735419,-90.05156703
"(29.9445979743004, -90.0507956320721)",,29.94459797,-90.05079563
"(29.948728120646, -90.1331101582999)",,29.94872812,-90.13311016
"(29.9466931197999, -90.1274964386442)",,29.94669312,-90.12749644
"(29.968960115039, -90.0921806367796)",,29.96896012,-90.09218064
"(29.9692635882213, -90.012342964807)",,29.96926359,-90.01234296
"(30.0593993435742, -89.9280125785716)",,30.05939934,-89.92801258
"(29.9244871838153, -90.1191372713265)",,29.92448718,-90.11913727
"(30.0170573432622, -90.018324317929)",,30.01705734,-90.01832432
"(29.9535222367513, -90.0833905494189)",,29.95352224,-90.08339055
"(29.9562440333481, -90.1047978890108)",,29.95624403,-90.10479789
"(30.006525259303, -90.1027144006719)",,30.00652526,-90.1027144
"(29.9188479866297, -90.0975992861961)",,29.91884799,-90.09759929
"(29.9655144061805, -90.1257906274412)",,29.96551441,-90.12579063
"(30.0400772941657, -89.9555114421796)",,30.04007729,-89.95551144
"(29.9544353387615, -90.1051615736341)",,29.95443534,-90.10516157
"(29.9773115856193, -90.0702421167882)",,29.97731159,-90.07024212
"(29.9330035960598, -90.0145529341342)",,29.9330036,-90.01455293
"(29.9447048097719, -90.1232532734259)",,29.94470481,-90.12325327
"(29.9520631920741, -90.105570661356)",,29.95206319,-90.10557066
"(29.9633971010598, -90.1295319404223)",,29.9633971,-90.12953194
"(29.9948238681283, -90.0481795236856)",,29.99482387,-90.04817952
"(29.9746567475105, -90.1033152070146)",,29.97465675,-90.10331521
"(30.0392725132273, -89.9679623546166)",,30.03927251,-89.96796235
"(29.9491069095557, -90.105546431259)",,29.94910691,-90.10554643
"(29.9893343649885, -90.0532104774595)",,29.98933436,-90.05321048
"(29.9292348495134, -90.0039584144716)",,29.92923485,-90.00395841
"(29.9159408505022, -90.1117101845186)",,29.91594085,-90.11171018
"(29.9587933968819, -90.0656880148805)",,29.9587934,-90.06568801
"(29.9251051421027, -89.9909446930883)",,29.92510514,-89.99094469
"(29.9637539280052, -90.0810650788412)",,29.96375393,-90.08106508
"(29.95921624693, -90.0911018641711)",,29.95921625,-90.09110186
"(29.9253903317021, -90.0912066738916)",,29.92539033,-90.09120667
"(30.0241152690021, -90.0155441458764)",,30.02411527,-90.01554415
"(29.9516320004843, -90.1081843138504)",,29.951632,-90.10818431
"(29.9229858804434, -90.1171672981584)",,29.92298588,-90.1171673
"(29.9713203112923, -90.0365256492667)",,29.97132031,-90.03652565
"(30.0341832562211, -89.9334616236426)",,30.03418326,-89.93346162
"(29.9363092278884, -90.0473173659088)",,29.93630923,-90.04731737
"(30.011722405371, -90.056593030495)",,30.01172241,-90.05659303
"(29.9642976494823, -90.1287350282423)",,29.96429765,-90.12873503
"(29.9774487456826, -90.0611310905158)",,29.97744875,-90.06113109
"(30.0016251126683, -90.1189172574648)",,30.00162511,-90.11891726
"(30.0104490475189, -90.0518545356914)",,30.01044905,-90.05185454
"(30.0450013318476, -89.9298779628542)",,30.04500133,-89.92987796
"(29.9301243392122, -90.0803606977019)",,29.93012434,-90.0803607
"(29.9961899108591, -90.1137232074811)",,29.99618991,-90.11372321
"(29.9221154271816, -90.0046791412595)",,29.92211543,-90.00467914
"(29.9393681376402, -90.0357553499426)",,29.93936814,-90.03575535
"(30.0457995969503, -89.9898553026736)",,30.0457996,-89.9898553
"(29.9885083454923, -90.0588426880074)",,29.98850835,-90.05884269
"(29.9190517704972, -89.9971941156367)",,29.91905177,-89.99719412
"(29.951059703827, -90.0701697183203)",,29.9510597,-90.07016972
"(29.9749533537351, -90.0861078208857)",,29.97495335,-90.08610782
"(29.9306676955684, -90.0418438236592)",,29.9306677,-90.04184382
"(29.951328533602, -90.0519360696449)",,29.95132853,-90.05193607
"(29.9435075899024, -90.0972343898293)",,29.94350759,-90.09723439
"(30.0152929290833, -90.0196413324443)",,30.01529293,-90.01964133
"(29.9179198788958, -90.0276917471392)",,29.91791988,-90.02769175
"(29.9103272188086, -89.9296115843885)",,29.91032722,-89.92961158
"(29.9417806765955, -90.0370086648745)",,29.94178068,-90.03700866
"(29.9474946429583, -90.0535260252071)",,29.94749464,-90.05352603
"(29.928121276485, -90.1181519179407)",,29.92812128,-90.11815192
"(29.9362039889387, -90.0217408436102)",,29.93620399,-90.02174084
"(29.9418756523551, -90.0672141796981)",,29.94187565,-90.06721418
"(29.9271400839831, -90.0337937967927)",,29.92714008,-90.0337938
"(29.94812876288, -90.0926855169536)",,29.94812876,-90.09268552
"(29.9831358016569, -90.0860828146641)",,29.9831358,-90.08608281
"(29.9646886561066, -90.1279578011466)",,29.96468866,-90.1279578
"(29.9398446573274, -90.1146915668971)",,29.93984466,-90.11469157
"(30.0160456721342, -90.0740150164044)",,30.01604567,-90.07401502
"(29.9758018254342, -90.0607301841008)",,29.97580183,-90.06073018
"(29.9925445394111, -90.0595752620291)",,29.99254454,-90.05957526
"(29.9374435802445, -90.0227364340858)",,29.93744358,-90.02273643
"(29.9502316059211, -90.1108073553309)",,29.95023161,-90.11080736
"(29.9507316801716, -90.1257980489125)",,29.95073168,-90.12579805
"(29.9638445105745, -90.0346220273227)",,29.96384451,-90.03462203
"(29.9594794175368, -90.015369969404)",,29.95947942,-90.01536997
"(29.9707830862587, -90.1073903014131)",,29.97078309,-90.1073903
"(29.9522313058484, -90.1227817882283)",,29.95223131,-90.12278179
"(29.952637380103, -90.107651064966)",,29.95263738,-90.10765106
"(29.9723754155881, -90.0639720638439)",,29.97237542,-90.06397206
"(29.9248314774642, -90.1205079729783)",,29.92483148,-90.12050797
"(29.9332439363617, -90.0676080168184)",,29.93324394,-90.06760802
"(29.9140756350955, -90.0080925193663)",,29.91407564,-90.00809252
"(30.0189401267284, -90.0699641028756)",,30.01894013,-90.0699641
"(29.9169641337119, -90.1157422678155)",,29.91696413,-90.11574227
"(30.0464986306505, -89.9736823595642)",,30.04649863,-89.97368236
"(29.983086367791, -90.0395356983433)",,29.98308637,-90.0395357
"(30.0383521894144, -89.9572676209011)",,30.03835219,-89.95726762
"(29.9182333208898, -90.0256066375062)",,29.91823332,-90.02560664
"(29.998010998865, -90.0845856177546)",,29.998011,-90.08458562
"(29.9283004916711, -90.0175461847129)",,29.92830049,-90.01754618
"(29.9414534005494, -90.0686016276646)",,29.9414534,-90.06860163
"(29.9580162113723, -90.0640661587151)",,29.95801621,-90.06406616
"(29.9476679731119, -90.0920244153704)",,29.94766797,-90.09202442
"(29.978936897671, -90.1036199317612)",,29.9789369,-90.10361993
"(29.9509254671404, -90.115050834196)",,29.95092547,-90.11505083
"(29.978578477277, -90.0986643432156)",,29.97857848,-90.09866434
"(30.0218419848999, -89.9711315379584)",,30.02184198,-89.97113154
"(29.9463407451682, -90.1012612768198)",,29.94634075,-90.10126128
"(29.9191359252282, -90.0966399683954)",,29.91913593,-90.09663997
"(30.0171652985199, -90.1012919551808)",,30.0171653,-90.10129196
"(29.9913949170647, -90.0694839213679)",,29.99139492,-90.06948392
"(29.9366654906437, -90.1116566208014)",,29.93666549,-90.11165662
